Keywords,Event ID,Title,Organizer,Start (PT),Address,Description,URL,Fee
"career, professional",1024736814397,"PMP Live Instructor Led Certification Bootcamp in Bakersfield, CA",Learners Ink,2025-07-29 09:00,"4900 California Avenue, Bakersfield, CA, 93309, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-live-instructor-led-certification-bootcamp-in-bakersfield-ca-tickets-1024736814397,USD 1599.00
professional,1114357115129,"Customer Service Essentials 1 Day Training in San Diego, CA",Mangates,2025-07-29 09:00,"PH: +1 469 666 9332, San Diego, CA, 92101, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/customer-service-essentials-1-day-training-in-san-diego-ca-tickets-1114357115129,"(USD 595.00, USD 795.00)"
"career, professional",1022479964097,"PMP Classroom Certification Bootcamp in Jurupa Valley, CA",Learners Ink,2025-07-29 09:00,"11801 Pierce Street, Riverside, CA, 92505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-classroom-certification-bootcamp-in-jurupa-valley-ca-tickets-1022479964097,USD 1599.00
"career, professional",1323273419419,"4 Day PMP Program In-Person Training In Pasadena, CA",Learners Ink,2025-07-29 09:00,"155 North Lake Avenue, Pasadena, CA, 91101, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-program-in-person-training-in-pasadena-ca-tickets-1323273419419,"(USD 1599.00, USD 599.00)"
"career, professional",1014383126237,"4 Day In-Person PMP Training in Fullerton, CA",Learners Ink,2025-07-29 09:00,"135 South State College Boulevard, Brea, CA, 92821, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-in-person-pmp-training-in-fullerton-ca-tickets-1014383126237,USD 1599.00
"career, professional",1331468571339,"4 Day PMP In-Person Training In Pasadena, CA",Learners Ink,2025-07-29 09:00,"155 North Lake Avenue, Pasadena, CA, 91101, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-in-person-training-in-pasadena-ca-tickets-1331468571339,"(USD 1599.00, USD 599.00)"
"career, professional",1394288286799,"Project Management Professional Classroom Training In Savannah, GA",Learners Ink,2025-07-29 09:00,"1100 Town and Country Road, Orange, CA, 92868, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/project-management-professional-classroom-training-in-savannah-ga-tickets-1394288286799,"(USD 1599.00, USD 999.00)"
"career, professional",1343494210349,"4 Day Project Management Professional Training In Downey, CA",Learners Ink,2025-07-29 09:00,"5800 South Eastern Avenue, Commerce, CA, 90040, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-professional-training-in-downey-ca-tickets-1343494210349,"(USD 1599.00, USD 999.00)"
"career, professional",1393672936269,"Project Management Professional Classroom Training In Palmdale, CA",Learners Ink,2025-07-29 09:00,"27125 Sierra Highway, Santa Clarita, CA, 91351, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/project-management-professional-classroom-training-in-palmdale-ca-tickets-1393672936269,"(USD 1599.00, USD 999.00)"
"career, career planning, planning, professional",1137516475399,"Career Planning 1 Day Training in San Diego, CA",Mangates,2025-07-29 09:00,"PH: +1 469 666 9332, San Diego, CA, 92101, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/career-planning-1-day-training-in-san-diego-ca-tickets-1137516475399,"(USD 595.00, USD 795.00, USD 795.00)"
"career, professional",1023501148487,"PMP Classroom Certification Bootcamp in Rancho Cucamonga, CA",Learners Ink,2025-07-29 09:00,"3281 East Guasti Road, Ontario, CA, 91761, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-classroom-certification-bootcamp-in-rancho-cucamonga-ca-tickets-1023501148487,USD 1599.00
"career, professional",1329324247609,"4 Day PMP In-Person Training In Huntington Beach, CA",Learners Ink,2025-07-29 09:00,"3330 Harbor Boulevard, Costa Mesa, CA, 92626, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-in-person-training-in-huntington-beach-ca-tickets-1329324247609,"(USD 1599.00, USD 599.00)"
"career, professional",1353260942909,"PMP Program In-Person Training In Jurupa Valley, CA",Learners Ink,2025-07-29 09:00,"11801 Pierce Street, Riverside, CA, 92505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-program-in-person-training-in-jurupa-valley-ca-tickets-1353260942909,"(USD 1599.00, USD 999.00)"
"career, professional",1015913272947,"4 Day In-Person PMP Training in Oxnard, CA",Learners Ink,2025-07-29 09:00,"300 East Esplanade Drive, Oxnard, CA, 93036, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-in-person-pmp-training-in-oxnard-ca-tickets-1015913272947,USD 1599.00
professional,1410023792119,"EXIN BCS Artificial Intelligence Essentials  Training in San Diego, CA",Academy for Pros,2025-07-29 09:00,"770 First Avenue #Suite 250, + 1 469 666 9332, San Diego, CA, 92101, US","Gain foundational AI knowledge, explore ethical issues, and prepare for certification in this 1-day EXIN BCS AI Essentials course.",https://www.eventbrite.com/e/exin-bcs-artificial-intelligence-essentials-training-in-san-diego-ca-tickets-1410023792119,"(USD 695.00, USD 795.00)"
"career, professional",1320976338789,"4 Day PMP Program In-Person Training In Moreno Valley, CA",Learners Ink,2025-07-29 09:00,"22550 Town Circle, Moreno Valley, CA, 92553, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-program-in-person-training-in-moreno-valley-ca-tickets-1320976338789,"(USD 1599.00, USD 599.00)"
"career, professional",1349722047979,"4 Day Project Management Professional Training In Santa Clarita, CA",Learners Ink,2025-07-29 09:00,"25350 Magic Mountain Parkway, Santa Clarita, CA, 91355, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-professional-training-in-santa-clarita-ca-tickets-1349722047979,"(USD 1599.00, USD 999.00)"
"career, professional",1393617540579,"Project Management Professional Classroom Training In Moreno Valley, CA",Learners Ink,2025-07-29 09:00,"22550 Town Circle, Moreno Valley, CA, 92553, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/project-management-professional-classroom-training-in-moreno-valley-ca-tickets-1393617540579,"(USD 1599.00, USD 999.00)"
"career, professional",1334869262899,"Project Management Professional In-Person Training In Fullerton, CA",Learners Ink,2025-07-29 09:00,"135 South State College Boulevard, Brea, CA, 92821, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/project-management-professional-in-person-training-in-fullerton-ca-tickets-1334869262899,"(USD 1599.00, USD 599.00)"
"career, professional",1349502491279,"4 Day Project Management Professional Training In Moreno Valley, CA",Learners Ink,2025-07-29 09:00,"22550 Town Circle, Moreno Valley, CA, 92553, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-professional-training-in-moreno-valley-ca-tickets-1349502491279,"(USD 1599.00, USD 999.00)"
"career, professional",1331506735489,"4 Day PMP In-Person Training In Riverside, CA",Learners Ink,2025-07-29 09:00,"22550 Town Circle, Moreno Valley, CA, 92553, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-in-person-training-in-riverside-ca-tickets-1331506735489,"(USD 1599.00, USD 599.00)"
"career, professional",1023179145367,"PMP Classroom Certification Bootcamp in Moreno Valley, CA",Learners Ink,2025-07-29 09:00,"22550 Town Circle, Moreno Valley, CA, 92553, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-classroom-certification-bootcamp-in-moreno-valley-ca-tickets-1023179145367,USD 1599.00
"career, professional",1319600343149,"4 Day PMP Program In-Person Training In Costa Mesa, CA",Learners Ink,2025-07-29 09:00,"3420 Bristol Street, Costa Mesa, CA, 92626, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-program-in-person-training-in-costa-mesa-ca-tickets-1319600343149,"(USD 1599.00, USD 599.00)"
"career, professional",1323531772159,"4 Day PMP Program In-Person Training In Torrance, CA",Learners Ink,2025-07-29 09:00,"2790 Skypark Drive, Torrance, CA, 90505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-program-in-person-training-in-torrance-ca-tickets-1323531772159,"(USD 1599.00, USD 599.00)"
"career, professional",1353143662119,"PMP Program In-Person Training In Fullerton, CA",Learners Ink,2025-07-29 09:00,"135 South State College Boulevard, Brea, CA, 92821, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-program-in-person-training-in-fullerton-ca-tickets-1353143662119,"(USD 1599.00, USD 999.00)"
"career, professional",1349702248759,"4 Day Project Management Professional Training In San Diego, CA",Learners Ink,2025-07-29 09:00,"3111 Camino Del Rio North, #suite 400, San Diego, CA, 92108, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-professional-training-in-san-diego-ca-tickets-1349702248759,"(USD 1599.00, USD 999.00)"
"career, professional",1349599802339,"4 Day Project Management Professional Training In Oxnard, CA",Learners Ink,2025-07-29 09:00,"300 East Esplanade Drive, Oxnard, CA, 93036, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-professional-training-in-oxnard-ca-tickets-1349599802339,"(USD 1599.00, USD 999.00)"
"career, professional",1320740272709,"4 Day PMP Program In-Person Training In Huntington Beach, CA",Learners Ink,2025-07-29 09:00,"3330 Harbor Boulevard, Costa Mesa, CA, 92626, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-program-in-person-training-in-huntington-beach-ca-tickets-1320740272709,"(USD 1599.00, USD 599.00)"
"career, professional",1349605750129,"4 Day Project Management Professional Training In Pasadena, CA",Learners Ink,2025-07-29 09:00,"155 North Lake Avenue, Pasadena, CA, 91101, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-professional-training-in-pasadena-ca-tickets-1349605750129,"(USD 1599.00, USD 999.00)"
"career, professional",1326185810459,"4 Day PMP In-Person Training In Chula Vista, CA",Learners Ink,2025-07-29 09:00,"333 H Street, Chula Vista, CA, 91910, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-in-person-training-in-chula-vista-ca-tickets-1326185810459,"(USD 1599.00, USD 599.00)"
"career, professional",1336216963909,"Project Management Professional In-Person Training In Jurupa Valley, CA",Learners Ink,2025-07-29 09:00,"11801 Pierce Street, Riverside, CA, 92505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/project-management-professional-in-person-training-in-jurupa-valley-ca-tickets-1336216963909,"(USD 1599.00, USD 599.00)"
"career, professional",1360290739219,"4 Day Project Management Classroom Training In Bakersfield, CA",Learners Ink,2025-07-29 09:00,"4900 California Avenue, Bakersfield, CA, 93309, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-classroom-training-in-bakersfield-ca-tickets-1360290739219,"(USD 1599.00, USD 999.00)"
"planning, professional",1397320074959,Free: Retirement Planning Master Class,PacificView Wealth Management,2025-07-29 10:00,"5301 California Avenue, Irvine, CA, 92617, US","Learn proven strategies to confidently plan, grow, and maximize your retirement with expert guidance from our retirement planning specialist",https://www.eventbrite.com/e/free-retirement-planning-master-class-tickets-1397320074959,free
professional,1411217663019,Social Media Mastermind by Social Girl Mastermind,Social Girl Mastermind,2025-07-29 10:30,"2535 Camino del Rio South, San Diego, CA, 92108, US","Master Instagram app navigation! Learn advanced techniques, optimize your profile, and network with other social media pros. Limited spots!",https://www.eventbrite.com/e/social-media-mastermind-by-social-girl-mastermind-tickets-1411217663019,"(USD 45.00, USD 45.00)"
professional,1388617194409,BDA/IE SUMMER KICK-OFF SOCIAL!!,BDA/IE,2025-07-29 18:00,"12635 N. Main Street, Rancho Cucamonga, CA, 91739, US","Join BDA/IE for an evening of connection, networking, lively conversation and fun!   VIP Guest attendance to be confirmed.",https://www.eventbrite.com/e/bdaie-summer-kick-off-social-tickets-1388617194409,"(free, USD 65.00, USD 75.00, USD 1000.00, USD 750.00, USD 300.00, USD 450.00, USD 250.00, USD 350.00, USD 600.00, USD 500.00, USD 200.00)"
"career, professional",1335973646139,"Salesforce Administrator Training Orange County, CA In-Person Class","Certification Planner, LLC ""Your Learning Club""",2025-07-29 19:00,"333 City Blvd W 3rd & 17th Floor, Orange County, CA, 92868, US","Get trained in Salesforce administration to gain expertise in managing and configuring SF applications, opening doors to lucrative career.",https://www.eventbrite.com/e/salesforce-administrator-training-orange-county-ca-in-person-class-tickets-1335973646139,USD 1999.00
"career, professional",1269544023349,In-Person PMI ACP Exam Prep Course in Irvine,"Certification Planner, LLC",2025-07-29 19:00,"300 Spectrum Center Drive, #suite 400, Irvine, CA, 92618, US",PMI Agile Certified Practitioner(PMI-ACP) Guaranteed to Run In-Person and Online Classes Every Week.,https://www.eventbrite.com/e/in-person-pmi-acp-exam-prep-course-in-irvine-tickets-1269544023349,USD 1799.00
development,1333489726669,Psychic Development | with Illumination,BOTI Studios,2025-07-29 19:00,"607 South Harbor Boulevard, Anaheim, CA, 92805, US","Unlock your intuition, read energy, and channel light language to expand your consciousness and connect with the universal field.",https://www.eventbrite.com/e/psychic-development-with-illumination-tickets-1333489726669,USD 25.00
professional,1072830327389,"Conflict Management 1 Day Workshop in Bakersfield, CA",Mangates,2025-07-30 08:00,"5701 Truxtun Ave. Suite 220, PH: +1 469 666 9332, Bakersfield, CA, 93309, US",Learn how to handle conflicts like a pro in just one day at our Conflict Management Workshop!,https://www.eventbrite.sg/e/conflict-management-1-day-workshop-in-bakersfield-ca-tickets-1072830327389,"(USD 595.00, USD 795.00)"
"career, professional",1216410579789,Tri City Professionals Chapter Networking Event: Collaborate and Thrive,TEAM Referral Network,2025-07-30 08:00,"15922 Gale Avenue, Hacienda Heights, CA, 91745, US","Join the Tri City Professionals Chapter of TEAM Referral Network, for a networking experience where referrals and collaboration take stage",https://www.eventbrite.com/e/tri-city-professionals-chapter-networking-event-collaborate-and-thrive-tickets-1216410579789,free
professional,1216436437129,TEAM Legacy SFV Networking Event: Strengthen Your Connections,TEAM Referral Network,2025-07-30 08:15,"777 North Maclay Avenue, San Fernando, CA, 91340, US",Northeast Valley-San Fernando Networking Event: Elevate Your Business with Referrals and Quality Business Partnerships,https://www.eventbrite.com/e/team-legacy-sfv-networking-event-strengthen-your-connections-tickets-1216436437129,free
professional,1353870425889,Summer LHEW Institute with San Diego Unified School District,California Reading & Literature Project San Diego,2025-07-30 08:30,"4777 Imperial Avenue, San Diego, CA, 92113, US",Professional Learning Institute facilitated by the California Reading & Literature Project -  San Diego Regional Office,https://www.eventbrite.com/e/summer-lhew-institute-with-san-diego-unified-school-district-tickets-1353870425889,"(free, free, free, free, free, free, free, free, free, free, free, free, free, free, USD 200.00)"
professional,1406851844739,"EXIN BCS Artificial Intelligence Essentials  Training in Bakersfield, CA",Academy for Pros,2025-07-30 09:00,"5701 Truxtun Avenue #STE 220, + 1 469 666 9332, Bakersfield, CA, 93309, US","Gain foundational AI knowledge, explore ethical issues, and prepare for certification in this 1-day EXIN BCS AI Essentials course.",https://www.eventbrite.com/e/exin-bcs-artificial-intelligence-essentials-training-in-bakersfield-ca-tickets-1406851844739,"(USD 695.00, USD 795.00)"
professional,1393713467499,Business Networking Lunch & Learn in Anaheim,John Ortiz,2025-07-30 11:30,"250 East Center Street, The Boardroom, Anaheim, CA, 92805, US","This is not a ""Business Card Exchange"" networking event. Confirm Your Eligibility Before Your Buy a Ticket. #RelationshipsGenerateRevenue.",https://www.eventbrite.com/e/business-networking-lunch-learn-in-anaheim-tickets-1393713467499,"(USD 20.00, USD 40.00)"
professional,1216461181139,Unlock Your Business Potential at Inland Empire Power Partners,TEAM Referral Network,2025-07-30 11:30,"1041 East 16th Street, Upland, CA, 91784, US",Inland Empire Power Partners  Networking Event: Elevate Your Business with Referrals and Quality Business Partnerships,https://www.eventbrite.com/e/unlock-your-business-potential-at-inland-empire-power-partners-tickets-1216461181139,free
professional,1216473347529,Unlock Your Business Potential at Trusted Referral Partners,TEAM Referral Network,2025-07-30 15:00,"27307 Vía Industria, #K-1, Temecula, CA, 92590, US","Discover a networking experience with the Trusted Referral Partners chapter of TEAM Referral Network, where entrepreneurship meets community",https://www.eventbrite.com/e/unlock-your-business-potential-at-trusted-referral-partners-tickets-1216473347529,free
"planning, professional",1397320105049,Free: Retirement Planning Master Class,PacificView Wealth Management,2025-07-30 18:00,"5301 California Avenue, Irvine, CA, 92617, US","Learn proven strategies to confidently plan, grow, and maximize your retirement with expert guidance from our retirement planning specialist",https://www.eventbrite.com/e/free-retirement-planning-master-class-tickets-1397320105049,free
professional,1232361338939,"Christian Business Partners - Redlands, CA",Alex Giannetti,2025-07-31 07:45,"459 East Highland Avenue, Redlands, CA, 92373, US","Our mission is to build God’s kingdom, by giving  business  referrals in a Christ-centered environment of relationship and trust.",https://www.eventbrite.com/e/christian-business-partners-redlands-ca-tickets-1232361338939,free
"development, professional",1397282151529,Transforming Marketing Strategies into Revenue Growth with AI,Orange County Inland Empire SBDC,2025-07-31 08:30,"11300 Stanford Avenue, Garden Grove, CA, 92840, US","Discover how AI can transform your small business through live demos and workshops in marketing, customer service, and web development.",https://www.eventbrite.com/e/transforming-marketing-strategies-into-revenue-growth-with-ai-tickets-1397282151529,free
"career, professional",1368943550009,"ITIL version 4 Foundation Certification Training in Bakersfield, CA",Learners Ink,2025-07-31 09:00,"4900 California Avenue, Bakersfield, CA, 93309, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/itil-version-4-foundation-certification-training-in-bakersfield-ca-tickets-1368943550009,"(USD 1699.00, USD 999.00)"
"career, professional",1402198506479,"ITIL 4 Training This Month in San Diego, CA – Enroll Now",Learners Ink,2025-07-31 09:00,"3111 Camino Del Rio North, #suite 400, San Diego, CA, 92108, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/itil-4-training-this-month-in-san-diego-ca-enroll-now-tickets-1402198506479,"(USD 1699.00, USD 999.00)"
"career, professional",1389868858169,"ITIL 4 Certification Course Now in Bakersfield, CA",Learners Ink,2025-07-31 09:00,"4900 California Avenue, Bakersfield, CA, 93309, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/itil-4-certification-course-now-in-bakersfield-ca-tickets-1389868858169,"(USD 1699.00, USD 999.00)"
"career, professional",1396239683479,"Now Enrolling: ITIL 4 Foundation in Santa Ana, CA",Learners Ink,2025-07-31 09:00,"1100 Town and Country Road, Orange, CA, 92868, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/now-enrolling-itil-4-foundation-in-santa-ana-ca-tickets-1396239683479,"(USD 1699.00, USD 999.00)"
"career, professional",1399561579359,"Only a Few Seats Left for ITIL 4 in San Diego, CA – Register Today",Learners Ink,2025-07-31 09:00,"3111 Camino Del Rio North, #suite 400, San Diego, CA, 92108, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/only-a-few-seats-left-for-itil-4-in-san-diego-ca-register-today-tickets-1399561579359,"(USD 1699.00, USD 999.00)"
"career, professional",1409257630509,"Upcoming ITIL 4 Foundation Course in Santa Ana, CA – Limited Slots",Learners Ink,2025-07-31 09:00,"1100 Town and Country Road, Orange, CA, 92868, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/upcoming-itil-4-foundation-course-in-santa-ana-ca-limited-slots-tickets-1409257630509,"(USD 1699.00, USD 999.00)"
"career, professional",1409228362969,"Upcoming ITIL 4 Foundation Course in Long Beach, CA – Limited Slots",Learners Ink,2025-07-31 09:00,"145 West Broadway, Long Beach, CA, 90802, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/upcoming-itil-4-foundation-course-in-long-beach-ca-limited-slots-tickets-1409228362969,"(USD 1699.00, USD 999.00)"
"career, professional",1366850138559,"2 Day ITIL Foundation In-Person Training In Los Angeles, CA",Learners Ink,2025-07-31 09:00,"3415 South Sepulveda Boulevard, Los Angeles, CA, 90034, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/2-day-itil-foundation-in-person-training-in-los-angeles-ca-tickets-1366850138559,USD 1699.00
"career, professional",1392967636699,"ITIL 4 Training Comes to Long Beach, CA ! Reserve Your Spot",Learners Ink,2025-07-31 09:00,"145 West Broadway, Long Beach, CA, 90802, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/itil-4-training-comes-to-long-beach-ca-reserve-your-spot-tickets-1392967636699,"(USD 1699.00, USD 999.00)"
"career, professional",1371695079909,"ITIL version 4 Foundation Certification Training in Los Angeles, CA",Learners Ink,2025-07-31 09:00,"3415 South Sepulveda Boulevard, Los Angeles, CA, 90034, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/itil-version-4-foundation-certification-training-in-los-angeles-ca-tickets-1371695079909,"(USD 1699.00, USD 999.00)"
"career, professional",1409346295709,"Last Call: ITIL 4 Foundation Training in Los Angeles, CA Starting Soon",Learners Ink,2025-07-31 09:00,"3415 South Sepulveda Boulevard, Los Angeles, CA, 90034, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/last-call-itil-4-foundation-training-in-los-angeles-ca-starting-soon-tickets-1409346295709,"(USD 1699.00, USD 999.00)"
"career, professional",1396171589809,"Now Enrolling: ITIL 4 Foundation in Bakersfield, CA",Learners Ink,2025-07-31 09:00,"4900 California Avenue, Bakersfield, CA, 93309, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/now-enrolling-itil-4-foundation-in-bakersfield-ca-tickets-1396171589809,"(USD 1699.00, USD 999.00)"
"career, career planning, planning, professional",1137507949899,"Career Planning 1 Day Training in Costa Mesa, CA",Mangates,2025-07-31 09:00,"PH: +1 469 666 9332, Costa Mesa, CA, 92626, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/career-planning-1-day-training-in-costa-mesa-ca-tickets-1137507949899,"(USD 595.00, USD 795.00, USD 795.00)"
"career, professional",1366348488109,"2 Day ITIL Foundation In-Person Training In Chula Vista, CA",Learners Ink,2025-07-31 09:00,"333 H Street, Chula Vista, CA, 91910, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/2-day-itil-foundation-in-person-training-in-chula-vista-ca-tickets-1366348488109,"(USD 1799.00, USD 999.00)"
"career, professional",1400168073399,"Only a Few Seats Left for ITIL 4 in Bakersfield, CA – Register Today",Learners Ink,2025-07-31 09:00,"4900 California Avenue, Bakersfield, CA, 93309, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/only-a-few-seats-left-for-itil-4-in-bakersfield-ca-register-today-tickets-1400168073399,"(USD 1699.00, USD 999.00)"
"career, professional",1371726744619,"ITIL version 4 Foundation Certification Training in San Diego, CA",Learners Ink,2025-07-31 09:00,"3111 Camino Del Rio North, #suite 400, San Diego, CA, 92108, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/itil-version-4-foundation-certification-training-in-san-diego-ca-tickets-1371726744619,"(USD 1699.00, USD 999.00)"
"career, professional",1400150751589,"Only a Few Seats Left for ITIL 4 in Long Beach, CA – Register Today",Learners Ink,2025-07-31 09:00,"145 West Broadway, Long Beach, CA, 90802, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/only-a-few-seats-left-for-itil-4-in-long-beach-ca-register-today-tickets-1400150751589,"(USD 1699.00, USD 999.00)"
"career, professional",1380659462619,"ITIL V4 Foundation Certification Training in Los Angeles, CA",Learners Ink,2025-07-31 09:00,"3415 South Sepulveda Boulevard, Los Angeles, CA, 90034, US","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices.",https://www.eventbrite.com/e/itil-v4-foundation-certification-training-in-los-angeles-ca-tickets-1380659462619,"(USD 1699.00, USD 999.00)"
"career, professional",1275380179449,Anaheim Club 2 Toastmasters Meeting,Cristian Dubon,2025-07-31 18:30,"501 North Brookhurst Street, Anaheim, CA, 92801, US",Join us at the Anaheim Club 2 Toastmasters Meeting for a fun and engaging evening of public speaking practice and networking!,https://www.eventbrite.com/e/anaheim-club-2-toastmasters-meeting-tickets-1275380179449,free
professional,1237248175599,"Big Data Overview 1 Day Training in Bakersfield, CA",Mangates,2025-07-31 20:30,"5701 Truxtun Ave. Suite 220, PH: +1 469 666 9332, Bakersfield, CA, 93309, US",Our classroom and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/big-data-overview-1-day-training-in-bakersfield-ca-tickets-1237248175599,"(USD 595.00, USD 795.00)"
career,1359859399069,"Transform Your Life with 10 Key Skills - 1 day Workshop in Bakersfield, CA",Mangates,2025-08-01 06:00,"5701 Truxtun Ave. Suite 220, +1 469 666 9332, Bakersfield, CA, 93309, US","Master 10 key soft skills in 1 day to boost communication, confidence, teamwork & adaptability for career & personal growth.",https://www.eventbrite.sg/e/transform-your-life-with-10-key-skills-1-day-workshop-in-bakersfield-ca-tickets-1359859399069,"(USD 595.00, USD 795.00)"
professional,1116235944759,"Managing a Virtual Team 1 Day Training in Los Angeles, CA",Mangates,2025-08-01 08:00,"PH: +1 469 666 9332, Los Angeles, CA, 90071, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/managing-a-virtual-team-1-day-training-in-los-angeles-ca-tickets-1116235944759,"(USD 595.00, USD 795.00)"
"planning, professional",1119527570099,"Event Planning 1 Day Training in Irvine, CA",Mangates,2025-08-01 09:00,"PH: +1 469 666 9332, Irvine, CA, 92618, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/event-planning-1-day-training-in-irvine-ca-tickets-1119527570099,"(USD 595.00, USD 795.00)"
